date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:49:48	37/37	---M-Z	-1	error ('Open%20error%20when%20decompressing%20(can%20not%20create%20temporary%20file%20/tmp0.z)')	text/plain	etag:W/1eb1c608f977d6bce1d04dec6f9d80ff	https://manoverboard.com/robots.txt		(from )
02:49:49	21867/21867	U-----	200	untouched ('OK')	text/html	etag:W/8746c3c10ed4d36cb2fb23b052ce3e01	https://manoverboard.com/services/	manoverboard.com/services/index.html	(from )
02:49:49	12689/12689	---M-Z	404	error ('Not%20Found')	text/html	etag:W/4436f2fb28911be45f976cd45ca2e873	https://manoverboard.com/services/awwwards.css	manoverboard.com/services/awwwards.css	(from https://manoverboard.com/services/)
02:49:51	15047/15047	U-----	200	untouched ('OK')	text/html	etag:W/67cac0ef7582e519296a141fd51b5023	https://manoverboard.com/services/skills/	manoverboard.com/services/skills/index.html	(from https://manoverboard.com/services/)
02:49:51	18224/18224	U-----	200	untouched ('OK')	text/html	etag:W/89a0295975d70dbf70449bb8f55262bc	https://manoverboard.com/services/audits/	manoverboard.com/services/audits/index.html	(from https://manoverboard.com/services/)
02:49:51	12689/12689	---M-Z	404	error ('Not%20Found')	text/html	etag:W/4436f2fb28911be45f976cd45ca2e873	https://manoverboard.com/services/skills/awwwards.css	manoverboard.com/services/skills/awwwards.css	(from https://manoverboard.com/services/skills/)
02:49:52	30790/30790	U-----	200	untouched ('OK')	text/html	etag:W/df78a5f972993b31707191ed86ffd954	https://manoverboard.com/services/website-care/	manoverboard.com/services/website-care/index.html	(from https://manoverboard.com/services/)
02:49:52	12689/12689	---M-Z	404	error ('Not%20Found')	text/html	etag:W/4436f2fb28911be45f976cd45ca2e873	https://manoverboard.com/services/audits/awwwards.css	manoverboard.com/services/audits/awwwards.css	(from https://manoverboard.com/services/audits/)
02:49:53	12689/12689	---M-Z	404	error ('Not%20Found')	text/html	etag:W/4436f2fb28911be45f976cd45ca2e873	https://manoverboard.com/services/website-care/awwwards.css	manoverboard.com/services/website-care/awwwards.css	(from https://manoverboard.com/services/website-care/)
